"","player_name","trade_status","pitcher","n_pitches","count_CU","count_FC","count_FF","count_SL","count_ST","count_SI","count_FS","count_CH","pct_count_CU","pct_count_FC","pct_count_FF","pct_count_SL","pct_count_ST","pct_count_SI","pct_count_FS","pct_count_CH"
"63","Domínguez, Seranthony","pre_trade",622554,653,0,0,263,166,94,124,0,6,0,0,0.402756508422665,0.254211332312404,0.143950995405819,0.18989280245023,0,0.00918836140888208
"64","Duffy, Danny","pre_trade",518633,1009,109,0,432,184,0,129,0,155,0.10802775024777,0,0.42814667988107,0.182358771060456,0,0.12784935579782,0,0.153617443012884
"65","Effross, Scott","post_trade",664123,193,0,0,30,0,79,55,0,29,0,0,0.155440414507772,0,0.409326424870466,0.284974093264249,0,0.150259067357513
"66","Effross, Scott","pre_trade",664123,622,0,0,52,1,248,231,0,90,0,0,0.0836012861736334,0.00160771704180064,0.39871382636656,0.371382636655949,0,0.144694533762058
"67","Eflin, Zach","post_trade",621107,832,148,269,57,1,72,190,0,95,0.177884615384615,0.323317307692308,0.0685096153846154,0.00120192307692308,0.0865384615384615,0.228365384615385,0,0.114182692307692
"68","Eflin, Zach","pre_trade",621107,1615,313,422,148,4,159,516,0,53,0.193808049535604,0.261300309597523,0.091640866873065,0.00247678018575851,0.0984520123839009,0.319504643962848,0,0.0328173374613003
"69","Erceg, Lucas","post_trade",668674,382,0,0,119,125,0,68,0,70,0,0,0.31151832460733,0.327225130890052,0,0.178010471204188,0,0.183246073298429
"70","Erceg, Lucas","pre_trade",668674,565,0,0,173,139,0,135,0,118,0,0,0.306194690265487,0.246017699115044,0,0.238938053097345,0,0.208849557522124
"71","Estévez, Carlos","post_trade",608032,343,0,0,204,104,0,0,0,35,0,0,0.594752186588921,0.303206997084548,0,0,0,0.102040816326531
"72","Estévez, Carlos","pre_trade",608032,478,3,0,298,127,0,0,0,50,0.00627615062761506,0,0.623430962343096,0.265690376569038,0,0,0,0.104602510460251
"73","Falter, Bailey","post_trade",663559,635,134,0,232,176,0,62,31,0,0.211023622047244,0,0.365354330708661,0.277165354330709,0,0.0976377952755905,0.0488188976377953,0
"74","Falter, Bailey","pre_trade",663559,661,158,0,351,69,0,24,0,59,0.239031770045386,0,0.531013615733737,0.104387291981846,0,0.0363086232980333,0,0.0892586989409985
"75","Ferguson, Caleb","post_trade",657571,349,0,86,95,0,0,60,0,0,0,0.246418338108883,0.272206303724928,0,0,0.171919770773639,0,0
"76","Ferguson, Caleb","pre_trade",657571,591,0,163,313,0,2,31,0,0,0,0.27580372250423,0.529610829103215,0,0.00338409475465313,0.0524534686971235,0,0
"77","Flaherty, Jack","post_trade",656427,1643,0,30,736,410,0,27,0,44,0,0.0182592818015825,0.44796104686549,0.24954351795496,0,0.0164333536214242,0,0.0267802799756543
"78","Flaherty, Jack","pre_trade",656427,3560,0,189,1485,1002,0,97,0,110,0,0.0530898876404494,0.417134831460674,0.281460674157303,0,0.027247191011236,0,0.0308988764044944
"79","Flexen, Chris","post_trade",623167,1027,38,290,443,70,0,37,0,149,0.0370009737098345,0.282375851996105,0.431353456669912,0.068159688412853,0,0.0360272638753651,0,0.14508276533593
"80","Flexen, Chris","pre_trade",623167,728,1,224,268,48,52,3,0,132,0.00137362637362637,0.307692307692308,0.368131868131868,0.0659340659340659,0.0714285714285714,0.00412087912087912,0,0.181318681318681
"81","Floro, Dylan","post_trade",571670,573,0,0,164,112,0,214,0,83,0,0,0.286212914485166,0.195462478184991,0,0.37347294938918,0,0.144851657940663
"82","Floro, Dylan","pre_trade",571670,1406,0,0,294,375,0,609,0,128,0,0,0.209103840682788,0.266714082503556,0,0.433143669985775,0,0.0910384068278805
"83","Fujinami, Shintaro","post_trade",660261,508,0,77,292,0,39,1,99,0,0,0.151574803149606,0.574803149606299,0,0.0767716535433071,0.00196850393700787,0.19488188976378,0
"84","Fujinami, Shintaro","pre_trade",660261,896,1,150,501,17,47,1,179,0,0.00111607142857143,0.167410714285714,0.559151785714286,0.0189732142857143,0.0524553571428571,0.00111607142857143,0.199776785714286,0
"85","Fulmer, Michael","post_trade",605242,406,2,249,78,0,0,45,0,32,0.00492610837438424,0.613300492610837,0.192118226600985,0,0,0.110837438423645,0,0.0788177339901478
"86","Fulmer, Michael","pre_trade",605242,637,20,411,82,0,0,93,0,31,0.0313971742543171,0.645211930926217,0.1287284144427,0,0,0.145996860282575,0,0.0486656200941915
"87","Gant, John","post_trade",607231,581,7,149,81,22,0,183,0,139,0.0120481927710843,0.256454388984509,0.139414802065404,0.0378657487091222,0,0.314974182444062,0,0.239242685025818
"88","Gant, John","pre_trade",607231,1394,103,240,172,38,0,536,0,305,0.0738880918220947,0.172166427546628,0.12338593974175,0.0272596843615495,0,0.384505021520803,0,0.218794835007174
"89","García, Luis","post_trade",472610,202,0,2,8,36,9,109,38,0,0,0.0099009900990099,0.0396039603960396,0.178217821782178,0.0445544554455446,0.53960396039604,0.188118811881188,0
"90","García, Luis","pre_trade",472610,696,0,13,44,75,70,364,129,0,0,0.0186781609195402,0.0632183908045977,0.107758620689655,0.100574712643678,0.522988505747126,0.185344827586207,0
"91","García, Yimi","post_trade",554340,159,26,0,77,11,17,10,0,18,0.163522012578616,0,0.484276729559748,0.0691823899371069,0.106918238993711,0.0628930817610063,0,0.113207547169811
"92","García, Yimi","pre_trade",554340,460,95,0,154,18,64,88,0,41,0.206521739130435,0,0.334782608695652,0.0391304347826087,0.139130434782609,0.191304347826087,0,0.0891304347826087
"93","Gibson, Kyle","post_trade",502043,1121,92,214,148,155,9,365,0,138,0.0820695807314897,0.190900981266726,0.132024977698484,0.138269402319358,0.008028545941124,0.325602140945584,0,0.123104371097235
"94","Gibson, Kyle","pre_trade",502043,1760,167,217,215,296,3,615,0,247,0.0948863636363636,0.123295454545455,0.122159090909091,0.168181818181818,0.00170454545454545,0.349431818181818,0,0.140340909090909
"95","Giolito, Lucas","post_trade",608337,1154,16,0,419,292,0,1,0,426,0.0138648180242634,0,0.363084922010399,0.253032928942808,0,0.000866551126516464,0,0.369150779896014
"96","Giolito, Lucas","pre_trade",608337,2036,33,0,917,609,0,1,0,476,0.0162082514734774,0,0.450392927308448,0.299115913555992,0,0.000491159135559921,0,0.233791748526523
"97","Givens, Mychal","post_trade",571710,725,0,0,374,151,0,0,0,200,0,0,0.515862068965517,0.208275862068966,0,0,0,0.275862068965517
"98","Givens, Mychal","pre_trade",571710,1169,0,0,559,290,0,1,0,318,0,0,0.478186484174508,0.248075278015398,0,0.000855431993156544,0,0.272027373823781
"99","Gore, MacKenzie","pre_trade",669022,1258,227,0,766,198,0,0,0,67,0.180445151033386,0,0.608903020667727,0.157392686804452,0,0,0,0.0532591414944356
"100","Gott, Trevor","post_trade",641627,502,44,190,100,0,0,140,0,28,0.0876494023904383,0.378486055776892,0.199203187250996,0,0,0.278884462151394,0,0.0557768924302789
"101","Gott, Trevor","pre_trade",641627,475,25,191,116,0,0,131,0,12,0.0526315789473684,0.402105263157895,0.244210526315789,0,0,0.275789473684211,0,0.0252631578947368
"102","Goudeau, Ashton","post_trade",623485,396,132,0,179,0,0,0,0,84,0.333333333333333,0,0.452020202020202,0,0,0,0,0.212121212121212
"103","Goudeau, Ashton","pre_trade",623485,168,52,0,76,0,0,0,0,40,0.30952380952381,0,0.452380952380952,0,0,0,0,0.238095238095238
"104","Graveman, Kendall","post_trade",608665,774,50,0,171,148,0,353,0,52,0.0645994832041344,0,0.22093023255814,0.191214470284238,0,0.456072351421189,0,0.0671834625322997
"105","Graveman, Kendall","pre_trade",608665,1210,9,0,156,304,0,632,0,109,0.00743801652892562,0,0.128925619834711,0.251239669421488,0,0.522314049586777,0,0.0900826446280992
"106","Gray, Josiah","post_trade",680686,1057,263,0,548,209,0,0,0,37,0.248817407757805,0,0.51844843897824,0.197729422894986,0,0,0,0.0350047303689688
"107","Gray, Josiah","pre_trade",680686,156,44,0,78,31,0,0,0,3,0.282051282051282,0,0.5,0.198717948717949,0,0,0,0.0192307692307692
"108","Griffin, Foster","post_trade",656492,27,5,11,11,0,0,0,0,0,0.185185185185185,0.407407407407407,0.407407407407407,0,0,0,0,0
"109","Griffin, Foster","pre_trade",656492,84,14,38,17,0,0,0,0,15,0.166666666666667,0.452380952380952,0.202380952380952,0,0,0,0,0.178571428571429
"110","Hader, Josh","post_trade",623352,333,0,0,0,74,0,253,0,6,0,0,0,0.222222222222222,0,0.75975975975976,0,0.018018018018018
"111","Hader, Josh","pre_trade",623352,610,0,0,3,193,0,399,0,15,0,0,0.00491803278688525,0.316393442622951,0,0.654098360655738,0,0.0245901639344262
"112","Hamilton, Ian","pre_trade",641656,42,0,0,22,20,0,0,0,0,0,0,0.523809523809524,0.476190476190476,0,0,0,0
"113","Hand, Brad","post_trade",543272,694,0,0,270,0,333,91,0,0,0,0,0.389048991354467,0,0.479827089337176,0.131123919308357,0,0
"114","Hand, Brad","pre_trade",543272,1351,0,0,488,0,608,255,0,0,0,0,0.361213915618061,0,0.450037009622502,0.188749074759437,0,0
"115","Heaney, Andrew","post_trade",571760,556,130,0,327,0,0,0,0,99,0.233812949640288,0,0.588129496402878,0,0,0,0,0.178057553956835
"116","Heaney, Andrew","pre_trade",571760,1697,339,0,1011,40,0,0,0,307,0.199764289923394,0,0.595757218621096,0.0235710076605775,0,0,0,0.180907483794932
"117","Hearn, Taylor","post_trade",621368,175,0,0,73,80,0,11,0,11,0,0,0.417142857142857,0.457142857142857,0,0.0628571428571429,0,0.0628571428571429
"118","Hearn, Taylor","pre_trade",621368,138,0,0,79,45,0,12,0,2,0,0,0.572463768115942,0.326086956521739,0,0.0869565217391304,0,0.0144927536231884
"119","Heuer, Codi","post_trade",676051,397,0,0,242,86,0,1,0,68,0,0,0.609571788413098,0.216624685138539,0,0.00251889168765743,0,0.171284634760705
"120","Heuer, Codi","pre_trade",676051,652,0,0,346,157,0,0,0,149,0,0,0.530674846625767,0.24079754601227,0,0,0,0.228527607361963
"121","Hicks, Jordan","post_trade",663855,355,0,0,43,0,55,257,0,0,0,0,0.12112676056338,0,0.154929577464789,0.723943661971831,0,0
"122","Hicks, Jordan","pre_trade",663855,758,0,0,77,39,166,458,18,0,0,0,0.101583113456464,0.0514511873350923,0.218997361477573,0.604221635883905,0.0237467018469657,0
"123","Hill, Rich","post_trade",448179,1532,525,56,692,55,125,38,0,40,0.342689295039165,0.0365535248041775,0.451697127937337,0.0359007832898172,0.0815926892950392,0.0248041775456919,0,0.0261096605744125
"124","Hill, Rich","pre_trade",448179,3495,1309,385,1372,5,210,102,0,90,0.374535050071531,0.110157367668097,0.392560801144492,0.00143061516452074,0.0600858369098712,0.0291845493562232,0,0.0257510729613734
"125","Hoeing, Bryan","post_trade",663773,305,0,0,5,46,0,151,103,0,0,0,0.0163934426229508,0.150819672131148,0,0.495081967213115,0.337704918032787,0
"126","Hoeing, Bryan","pre_trade",663773,477,0,0,33,133,0,253,58,0,0,0,0.0691823899371069,0.278825995807128,0,0.530398322851153,0.121593291404612,0
"127","Holmes, Clay","post_trade",605280,396,7,0,0,99,0,290,0,0,0.0176767676767677,0,0,0.25,0,0.732323232323232,0,0
"128","Holmes, Clay","pre_trade",605280,728,143,0,1,212,0,372,0,0,0.196428571428571,0,0.00137362637362637,0.291208791208791,0,0.510989010989011,0,0
"129","Howard, Spencer","post_trade",675921,532,63,91,254,30,0,36,0,58,0.118421052631579,0.171052631578947,0.477443609022556,0.056390977443609,0,0.0676691729323308,0,0.109022556390977
"130","Howard, Spencer","pre_trade",675921,1021,52,21,610,180,32,1,0,125,0.0509304603330069,0.0205680705190989,0.59745347698335,0.176297747306562,0.0313418217433888,0.000979431929480901,0,0.122428991185113
"131","Hudson, Daniel","post_trade",543339,325,0,0,199,117,0,2,0,7,0,0,0.612307692307692,0.36,0,0.00615384615384615,0,0.0215384615384615
"132","Hudson, Daniel","pre_trade",543339,540,0,0,391,132,0,0,0,17,0,0,0.724074074074074,0.244444444444444,0,0,0,0.0314814814814815
"133","Hunter, Tommy","pre_trade",488984,109,15,46,3,0,0,45,0,0,0.137614678899083,0.422018348623853,0.0275229357798165,0,0,0.412844036697248,0,0
"134","Iglesias, Raisel","post_trade",628452,411,0,0,145,72,0,70,0,124,0,0,0.352798053527981,0.175182481751825,0,0.170316301703163,0,0.301703163017032
"135","Iglesias, Raisel","pre_trade",628452,568,0,0,212,183,0,62,0,111,0,0,0.373239436619718,0.322183098591549,0,0.109154929577465,0,0.195422535211268
"136","Jackson, Luke","post_trade",592426,341,69,4,108,160,0,0,0,0,0.202346041055718,0.0117302052785924,0.316715542521994,0.469208211143695,0,0,0,0
"137","Jackson, Luke","pre_trade",592426,576,70,5,182,319,0,0,0,0,0.121527777777778,0.00868055555555556,0.315972222222222,0.553819444444444,0,0,0,0
"138","Johnson, DJ","post_trade",597113,38,8,0,22,0,0,0,0,8,0.210526315789474,0,0.578947368421053,0,0,0,0,0.210526315789474
"139","Johnson, DJ","pre_trade",597113,34,12,0,19,0,0,0,0,3,0.352941176470588,0,0.558823529411765,0,0,0,0,0.0882352941176471
"140","Johnson, Pierce","post_trade",572955,342,244,0,84,14,0,0,0,0,0.713450292397661,0,0.245614035087719,0.0409356725146199,0,0,0,0
"141","Johnson, Pierce","pre_trade",572955,742,371,0,298,73,0,0,0,0,0.5,0,0.401617250673854,0.0983827493261455,0,0,0,0
"142","Junis, Jakob","post_trade",596001,580,0,0,73,257,0,208,0,42,0,0,0.125862068965517,0.443103448275862,0,0.358620689655172,0,0.0724137931034483
"143","Junis, Jakob","pre_trade",596001,363,0,2,18,170,0,136,0,37,0,0.00550964187327824,0.0495867768595041,0.46831955922865,0,0.37465564738292,0,0.101928374655647
"144","Kelly, Joe","post_trade",523260,169,0,0,27,59,0,70,0,3,0,0,0.159763313609467,0.349112426035503,0,0.414201183431953,0,0.0177514792899408
"145","Kelly, Joe","pre_trade",523260,543,0,0,80,125,0,154,0,73,0,0,0.147329650092081,0.230202578268877,0,0.283609576427256,0,0.134438305709024
"146","Kennedy, Ian","post_trade",453178,444,0,0,366,23,0,0,3,34,0,0,0.824324324324324,0.0518018018018018,0,0,0.00675675675675676,0.0765765765765766
"147","Kennedy, Ian","pre_trade",453178,455,0,11,376,0,0,0,2,38,0,0.0241758241758242,0.826373626373626,0,0,0,0.0043956043956044,0.0835164835164835
"148","Kikuchi, Yusei","post_trade",579328,968,91,0,405,360,0,0,0,112,0.0940082644628099,0,0.418388429752066,0.371900826446281,0,0,0,0.115702479338843
"149","Kikuchi, Yusei","pre_trade",579328,1955,432,0,969,341,0,0,0,213,0.220971867007673,0,0.495652173913044,0.174424552429668,0,0,0,0.108951406649616
"150","Kimbrel, Craig","post_trade",518886,386,0,0,229,0,0,0,0,0,0,0,0.593264248704663,0,0,0,0,0
"151","Kimbrel, Craig","pre_trade",518886,600,0,0,356,0,0,0,0,0,0,0,0.593333333333333,0,0,0,0,0
"152","King, John","post_trade",667463,261,0,0,0,16,0,147,0,98,0,0,0,0.0613026819923372,0,0.563218390804598,0,0.375478927203065
"153","King, John","pre_trade",667463,266,0,0,2,27,0,139,0,98,0,0,0.0075187969924812,0.101503759398496,0,0.522556390977444,0,0.368421052631579
"154","Kolarek, Adam","post_trade",592473,64,0,0,27,17,0,20,0,0,0,0,0.421875,0.265625,0,0.3125,0,0
"155","Kolarek, Adam","pre_trade",592473,19,0,0,0,2,0,17,0,0,0,0,0,0.105263157894737,0,0.894736842105263,0,0
"156","Kopech, Michael","post_trade",656629,365,0,38,281,46,0,0,0,0,0,0.104109589041096,0.76986301369863,0.126027397260274,0,0,0,0
"157","Kopech, Michael","pre_trade",656629,778,0,82,615,79,0,0,0,0,0,0.105398457583548,0.790488431876607,0.101542416452442,0,0,0,0
"158","Lamet, Dinelson","post_trade",659275,347,0,0,163,179,0,5,0,0,0,0,0.469740634005764,0.515850144092219,0,0.0144092219020173,0,0
"159","Lamet, Dinelson","pre_trade",659275,236,0,0,98,127,0,2,0,9,0,0,0.415254237288136,0.538135593220339,0,0.00847457627118644,0,0.038135593220339
"160","Leone, Dominic","post_trade",608678,423,0,125,152,136,0,10,0,0,0,0.295508274231678,0.359338061465721,0.321513002364066,0,0.0236406619385343,0,0
"161","Leone, Dominic","pre_trade",608678,463,0,154,180,129,0,0,0,0,0,0.332613390928726,0.388768898488121,0.278617710583153,0,0,0,0
"162","Lester, Jon","post_trade",452657,1061,92,224,318,0,0,219,0,208,0.0867106503298775,0.211121583411876,0.299717247879359,0,0,0.20640904806786,0,0.196041470311027
"163","Lester, Jon","pre_trade",452657,1319,109,386,421,0,0,179,0,224,0.0826383623957544,0.292645943896892,0.31918119787718,0,0,0.135708870356331,0,0.169825625473844
"164","Llovera, Mauricio","post_trade",661440,549,0,18,1,174,0,356,0,0,0,0.0327868852459016,0.00182149362477231,0.316939890710383,0,0.648451730418944,0,0
"165","Llovera, Mauricio","pre_trade",661440,72,0,0,2,37,0,33,0,0,0,0,0.0277777777777778,0.513888888888889,0,0.458333333333333,0,0
"166","Lorenzen, Michael","post_trade",547179,1212,62,46,384,154,99,212,0,255,0.0511551155115512,0.037953795379538,0.316831683168317,0.127062706270627,0.0816831683168317,0.174917491749175,0,0.21039603960396
"167","Lorenzen, Michael","pre_trade",547179,3246,130,198,998,567,182,522,0,649,0.0400492914356131,0.0609981515711645,0.307455329636476,0.174676524953789,0.0560690080098583,0.160813308687616,0,0.199938385705484
